binID	sampleID	magcov	mappedreads	totalreads
MO_074.bin.9	MO_034	9.403	200659	204265724
MO_074.bin.9	MO_035			
MO_074.bin.9	MO_035	5.299	113850	189714592
MO_074.bin.9	MO_039			
MO_074.bin.9	MO_039			
MO_074.bin.9	MO_039			
MO_074.bin.9	MO_039			
MO_074.bin.9	MO_039	4.312	91605	170854532
MO_074.bin.9	MO_042	6.483	138949	188245052
MO_074.bin.9	MO_046			
MO_074.bin.9	MO_046	13.579	288330	242467494
MO_074.bin.9	MO_071			
MO_074.bin.9	MO_071	23.433	495518	177871088
MO_074.bin.9	MO_073			
MO_074.bin.9	MO_073	18.528	391589	171666644
MO_074.bin.9	MO_074	29.031	618461	198239308
MO_074.bin.9	MO_077			
MO_074.bin.9	MO_077			
MO_074.bin.9	MO_077			
MO_074.bin.9	MO_077			
MO_074.bin.9	MO_077	25.683	542549	212101902
MO_074.bin.9	MO_082	13.480	284933	194683030
MO_074.bin.9	MO_098	12.095	256016	191192506
MO_074.bin.9	MO_102	10.563	223402	166599040
MO_074.bin.9	MO_103			
MO_074.bin.9	MO_103			
MO_074.bin.9	MO_103	15.000	320593	199112586
MO_074.bin.9	MO_106			
MO_074.bin.9	MO_106			
MO_074.bin.9	MO_106	5.162	110625	225741060
MO_074.bin.9	MO_133	50.139	1058988	193452788
MO_074.bin.9	MO_135	46.186	977251	272717042
MO_074.bin.9	MO_138	35.611	752422	174683304
MO_074.bin.9	MO_140	48.459	1023141	168288246
MO_074.bin.9	MO_167			
MO_074.bin.9	MO_167			
MO_074.bin.9	MO_167	9.037	200439	211943942
MO_074.bin.9	MO_170	25.214	545055	264708624
MO_074.bin.9	MO_180			
MO_074.bin.9	MO_180	17.444	369258	233589058
MO_074.bin.9	MO_184			
MO_074.bin.9	MO_184	7.280	162615	264456404
MO_074.bin.9	MO_188			
MO_074.bin.9	MO_188	9.884	217037	207873516
MO_074.bin.9	MO_192	12.676	282338	264624116
MO_074.bin.9	MO_197	11.786	249879	181190328
MO_074.bin.9	MO_199			
MO_074.bin.9	MO_199	20.164	428771	161825630
MO_074.bin.9	MO_202			
MO_074.bin.9	MO_202	17.899	380043	220390378
MO_074.bin.9	MO_207			
MO_074.bin.9	MO_207	15.490	328409	185980280
MO_074.bin.9	MO_226			
MO_074.bin.9	MO_226	9.182	195770	192536472
MO_074.bin.9	MO_231	6.594	141419	204285722
MO_074.bin.9	MO_234	9.256	196798	200480924
MO_074.bin.9	MO_236	13.310	281914	203199906
MO_077.bin.14	MO_004	9.502	194912	200004964
MO_077.bin.14	MO_005			
MO_077.bin.14	MO_005			
MO_077.bin.14	MO_005	10.313	211496	168561172
MO_077.bin.14	MO_007	5.084	104835	222160814
MO_077.bin.14	MO_010	6.708	138069	235718514
MO_077.bin.14	MO_034			
MO_077.bin.14	MO_034	19.008	390904	204265724
MO_077.bin.14	MO_035	39.020	799905	189714592
MO_077.bin.14	MO_039			
MO_077.bin.14	MO_039	3.429	70628	170854532
MO_077.bin.14	MO_042	5.941	123102	188245052
MO_077.bin.14	MO_046			
MO_077.bin.14	MO_046	15.780	324325	242467494
MO_077.bin.14	MO_071	17.227	353345	177871088
MO_077.bin.14	MO_073			
MO_077.bin.14	MO_073	15.729	322396	171666644
MO_077.bin.14	MO_074			
MO_077.bin.14	MO_074	14.180	293556	198239308
MO_077.bin.14	MO_077	21.032	430837	212101902
MO_077.bin.14	MO_082	7.855	161030	194683030
MO_077.bin.14	MO_098	7.509	154113	191192506
MO_077.bin.14	MO_102	6.101	125121	166599040
MO_077.bin.14	MO_103	7.490	155418	199112586
MO_077.bin.14	MO_106	4.861	100758	225741060
MO_077.bin.14	MO_133	15.501	317892	193452788
MO_077.bin.14	MO_135	17.755	364715	272717042
MO_077.bin.14	MO_138	14.735	302192	174683304
MO_077.bin.14	MO_140	12.616	258533	168288246
MO_077.bin.14	MO_167	14.421	305975	211943942
MO_077.bin.14	MO_170	9.515	200118	264708624
MO_077.bin.14	MO_180	5.946	122219	233589058
MO_077.bin.14	MO_184	2.288	50445	264456404
MO_077.bin.14	MO_188			
MO_077.bin.14	MO_188	12.658	267066	207873516
MO_077.bin.14	MO_192	10.681	229111	264624116
MO_077.bin.14	MO_197			
MO_077.bin.14	MO_197			
MO_077.bin.14	MO_197	18.250	374267	181190328
MO_077.bin.14	MO_199			
MO_077.bin.14	MO_199			
MO_077.bin.14	MO_199	10.454	216061	161825630
MO_077.bin.14	MO_202			
MO_077.bin.14	MO_202	13.409	275984	220390378
MO_077.bin.14	MO_207	19.135	392677	185980280
MO_077.bin.14	MO_226			
MO_077.bin.14	MO_226	27.668	567259	192536472
MO_077.bin.14	MO_231			
MO_077.bin.14	MO_231	8.381	172939	204285722
MO_077.bin.14	MO_234			
MO_077.bin.14	MO_234	12.725	261942	200480924
MO_077.bin.14	MO_236	15.328	314198	203199906
MO_077.bin.16	MO_004	63.497	2196797	200004964
MO_077.bin.16	MO_005	53.893	1864606	168561172
MO_077.bin.16	MO_007	48.867	1693411	222160814
MO_077.bin.16	MO_010	60.202	2084682	235718514
MO_077.bin.16	MO_034			
MO_077.bin.16	MO_034	33.849	1174964	204265724
MO_077.bin.16	MO_035			
MO_077.bin.16	MO_035	11.461	400266	189714592
MO_077.bin.16	MO_039	16.670	578060	170854532
MO_077.bin.16	MO_042			
MO_077.bin.16	MO_042			
MO_077.bin.16	MO_042	25.416	886193	188245052
MO_077.bin.16	MO_046			
MO_077.bin.16	MO_046			
MO_077.bin.16	MO_046			
MO_077.bin.16	MO_046			
MO_077.bin.16	MO_046	58.044	2010464	242467494
MO_077.bin.16	MO_071	53.967	1867806	177871088
MO_077.bin.16	MO_073	40.703	1408445	171666644
MO_077.bin.16	MO_074	51.002	1777900	198239308
MO_077.bin.16	MO_077	70.526	2439253	212101902
MO_077.bin.16	MO_082	111.658	3861077	194683030
MO_077.bin.16	MO_098	45.183	1563503	191192506
MO_077.bin.16	MO_102			
MO_077.bin.16	MO_102			
MO_077.bin.16	MO_102	34.698	1200597	166599040
MO_077.bin.16	MO_103			
MO_077.bin.16	MO_103			
MO_077.bin.16	MO_103	39.554	1378180	199112586
MO_077.bin.16	MO_106			
MO_077.bin.16	MO_106	17.048	594616	225741060
MO_077.bin.16	MO_133			
MO_077.bin.16	MO_133			
MO_077.bin.16	MO_133	83.248	2879852	193452788
MO_077.bin.16	MO_135			
MO_077.bin.16	MO_135			
MO_077.bin.16	MO_135	32.298	1119779	272717042
MO_077.bin.16	MO_138	59.833	2070564	174683304
MO_077.bin.16	MO_140	75.249	2602493	168288246
MO_077.bin.16	MO_167	15.914	573431	211943942
MO_077.bin.16	MO_170			
MO_077.bin.16	MO_170	55.026	1935460	264708624
MO_077.bin.16	MO_180			
MO_077.bin.16	MO_180	41.593	1440729	233589058
MO_077.bin.16	MO_184	20.070	725490	264456404
MO_077.bin.16	MO_188	36.043	1278340	207873516
MO_077.bin.16	MO_192	28.042	1007819	264624116
MO_077.bin.16	MO_197			
MO_077.bin.16	MO_197	50.010	1731405	181190328
MO_077.bin.16	MO_199			
MO_077.bin.16	MO_199	30.078	1047328	161825630
MO_077.bin.16	MO_202			
MO_077.bin.16	MO_202	73.085	2534595	220390378
MO_077.bin.16	MO_207			
MO_077.bin.16	MO_207	31.784	1102178	185980280
MO_077.bin.16	MO_226	25.343	879158	192536472
MO_077.bin.16	MO_231	32.055	1111760	204285722
MO_077.bin.16	MO_234	19.988	693811	200480924
MO_077.bin.16	MO_236	38.952	1348355	203199906
MO_077.bin.18	MO_004			
MO_077.bin.18	MO_004	50.841	1444239	200004964
MO_077.bin.18	MO_005	47.677	1354330	168561172
MO_077.bin.18	MO_007	48.689	1385124	222160814
MO_077.bin.18	MO_010	54.393	1546245	235718514
MO_077.bin.18	MO_034	23.013	655711	204265724
MO_077.bin.18	MO_035	3.966	114522	189714592
MO_077.bin.18	MO_039			
MO_077.bin.18	MO_039	18.488	526132	170854532
MO_077.bin.18	MO_042			
MO_077.bin.18	MO_042	20.260	579823	188245052
MO_077.bin.18	MO_046			
MO_077.bin.18	MO_046	41.246	1172950	242467494
MO_077.bin.18	MO_071	68.947	1958676	177871088
MO_077.bin.18	MO_073			
MO_077.bin.18	MO_073	56.462	1603807	171666644
MO_077.bin.18	MO_074			
MO_077.bin.18	MO_074	14.157	406379	198239308
MO_077.bin.18	MO_077			
MO_077.bin.18	MO_077			
MO_077.bin.18	MO_077	84.215	2391655	212101902
MO_077.bin.18	MO_082	84.397	2396594	194683030
MO_077.bin.18	MO_098			
MO_077.bin.18	MO_098	30.508	866944	191192506
MO_077.bin.18	MO_102	32.858	933421	166599040
MO_077.bin.18	MO_103			
MO_077.bin.18	MO_103	53.815	1537603	199112586
MO_077.bin.18	MO_106	12.193	349224	225741060
MO_077.bin.18	MO_133	71.962	2044049	193452788
MO_077.bin.18	MO_135	59.051	1679048	272717042
MO_077.bin.18	MO_138	61.599	1749944	174683304
MO_077.bin.18	MO_140			
MO_077.bin.18	MO_140	77.437	2199044	168288246
MO_077.bin.18	MO_167			
MO_077.bin.18	MO_167	23.164	678783	211943942
MO_077.bin.18	MO_170	25.742	745636	264708624
MO_077.bin.18	MO_180	31.569	898060	233589058
MO_077.bin.18	MO_184	17.505	516356	264456404
MO_077.bin.18	MO_188			
MO_077.bin.18	MO_188	8.298	244204	207873516
MO_077.bin.18	MO_192			
MO_077.bin.18	MO_192	14.192	420224	264624116
MO_077.bin.18	MO_197			
MO_077.bin.18	MO_197			
MO_077.bin.18	MO_197			
MO_077.bin.18	MO_197			
MO_077.bin.18	MO_197	53.950	1533036	181190328
MO_077.bin.18	MO_199	31.030	886468	161825630
MO_077.bin.18	MO_202	61.236	1743674	220390378
MO_077.bin.18	MO_207	48.598	1381430	185980280
MO_077.bin.18	MO_226	31.308	890477	192536472
MO_077.bin.18	MO_231	44.351	1261596	204285722
MO_077.bin.18	MO_234	35.062	997528	200480924
MO_077.bin.18	MO_236	50.597	1437494	203199906
MO_077.bin.26	MO_004	32.174	905043	200004964
MO_077.bin.26	MO_005			
MO_077.bin.26	MO_005	33.123	931625	168561172
MO_077.bin.26	MO_007	48.144	1356552	222160814
MO_077.bin.26	MO_010	38.878	1094927	235718514
MO_077.bin.26	MO_034	13.693	387863	204265724
MO_077.bin.26	MO_035	4.378	125131	189714592
MO_077.bin.26	MO_039	10.860	306475	170854532
MO_077.bin.26	MO_042	16.211	460574	188245052
MO_077.bin.26	MO_046	22.565	636391	242467494
MO_077.bin.26	MO_071	41.500	1167508	177871088
MO_077.bin.26	MO_073	30.843	867492	171666644
MO_077.bin.26	MO_074	17.760	505558	198239308
MO_077.bin.26	MO_077			
MO_077.bin.26	MO_077	57.287	1610548	212101902
MO_077.bin.26	MO_082			
MO_077.bin.26	MO_082	69.136	1943366	194683030
MO_077.bin.26	MO_098			
MO_077.bin.26	MO_098			
MO_077.bin.26	MO_098	27.740	780219	191192506
MO_077.bin.26	MO_102			
MO_077.bin.26	MO_102			
MO_077.bin.26	MO_102	26.169	735852	166599040
MO_077.bin.26	MO_103			
MO_077.bin.26	MO_103	20.100	570587	199112586
MO_077.bin.26	MO_106			
MO_077.bin.26	MO_106	9.885	280790	225741060
MO_077.bin.26	MO_133	47.133	1325454	193452788
MO_077.bin.26	MO_135	37.022	1043389	272717042
MO_077.bin.26	MO_138	43.104	1212406	174683304
MO_077.bin.26	MO_140	52.570	1477868	168288246
MO_077.bin.26	MO_167	4.298	128919	211943942
MO_077.bin.26	MO_170			
MO_077.bin.26	MO_170	26.209	753452	264708624
MO_077.bin.26	MO_180			
MO_077.bin.26	MO_180	33.163	934296	233589058
MO_077.bin.26	MO_184	3.113	95215	264456404
MO_077.bin.26	MO_188	9.297	271542	207873516
MO_077.bin.26	MO_192	5.775	173039	264624116
MO_077.bin.26	MO_197	30.978	871864	181190328
MO_077.bin.26	MO_199			
MO_077.bin.26	MO_199			
MO_077.bin.26	MO_199	12.417	352843	161825630
MO_077.bin.26	MO_202			
MO_077.bin.26	MO_202			
MO_077.bin.26	MO_202	34.917	985520	220390378
MO_077.bin.26	MO_207			
MO_077.bin.26	MO_207			
MO_077.bin.26	MO_207			
MO_077.bin.26	MO_207			
MO_077.bin.26	MO_207	21.236	598527	185980280
MO_077.bin.26	MO_226			
MO_077.bin.26	MO_226			
MO_077.bin.26	MO_226			
MO_077.bin.26	MO_226			
MO_077.bin.26	MO_226	15.246	430280	192536472
MO_077.bin.26	MO_231			
MO_077.bin.26	MO_231			
MO_077.bin.26	MO_231			
MO_077.bin.26	MO_231			
MO_077.bin.26	MO_231	28.641	808302	204285722
MO_077.bin.26	MO_234			
MO_077.bin.26	MO_234	11.378	322464	200480924
MO_077.bin.26	MO_236			
MO_077.bin.26	MO_236	23.982	674793	203199906
MO_082.bin.18	MO_004	26.006	1149534	200004964
MO_082.bin.18	MO_005	23.626	1045801	168561172
MO_082.bin.18	MO_007	22.138	979512	222160814
MO_082.bin.18	MO_010	20.607	911809	235718514
MO_082.bin.18	MO_034	12.313	559608	204265724
MO_082.bin.18	MO_035	7.774	357591	189714592
MO_082.bin.18	MO_039	8.033	355809	170854532
MO_082.bin.18	MO_042	10.442	466179	188245052
MO_082.bin.18	MO_046	20.442	912237	242467494
MO_082.bin.18	MO_071			
MO_082.bin.18	MO_071	20.733	920985	177871088
MO_082.bin.18	MO_073	16.714	741483	171666644
MO_082.bin.18	MO_074	16.183	722861	198239308
MO_082.bin.18	MO_077	31.410	1386890	212101902
MO_082.bin.18	MO_082			
MO_082.bin.18	MO_082	49.443	2180673	194683030
MO_082.bin.18	MO_098			
MO_082.bin.18	MO_098	35.211	1557836	191192506
MO_082.bin.18	MO_102	30.384	1342493	166599040
MO_082.bin.18	MO_103			
MO_082.bin.18	MO_103	18.855	840656	199112586
MO_082.bin.18	MO_106	7.389	330242	225741060
MO_082.bin.18	MO_133	29.014	1285563	193452788
MO_082.bin.18	MO_135	10.917	485845	272717042
MO_082.bin.18	MO_138			
MO_082.bin.18	MO_138	21.903	971750	174683304
MO_082.bin.18	MO_140	25.768	1138666	168288246
MO_082.bin.18	MO_167	13.747	632766	211943942
MO_082.bin.18	MO_170	19.393	876267	264708624
MO_082.bin.18	MO_180	12.413	549348	233589058
MO_082.bin.18	MO_184	3.458	165721	264456404
MO_082.bin.18	MO_188	10.886	497559	207873516
MO_082.bin.18	MO_192	7.953	372279	264624116
MO_082.bin.18	MO_197	24.834	1104236	181190328
MO_082.bin.18	MO_199	9.521	425195	161825630
MO_082.bin.18	MO_202	23.267	1031340	220390378
MO_082.bin.18	MO_207	15.780	707078	185980280
MO_082.bin.18	MO_226	11.544	519026	192536472
MO_082.bin.18	MO_231	10.949	488963	204285722
MO_082.bin.18	MO_234	8.482	378961	200480924
MO_082.bin.18	MO_236			
MO_082.bin.18	MO_236	16.034	714042	203199906
MO_082.bin.19	MO_004	44.716	1013310	200004964
MO_082.bin.19	MO_005	41.394	937981	168561172
MO_082.bin.19	MO_007	46.239	1049306	222160814
MO_082.bin.19	MO_010	46.724	1060195	235718514
MO_082.bin.19	MO_034	21.901	497721	204265724
MO_082.bin.19	MO_035	3.387	78234	189714592
MO_082.bin.19	MO_039	18.364	416860	170854532
MO_082.bin.19	MO_042			
MO_082.bin.19	MO_042	24.033	548548	188245052
MO_082.bin.19	MO_046	41.973	952021	242467494
MO_082.bin.19	MO_071			
MO_082.bin.19	MO_071	62.738	1421787	177871088
MO_082.bin.19	MO_073	51.379	1164177	171666644
MO_082.bin.19	MO_074	15.419	352741	198239308
MO_082.bin.19	MO_077	75.138	1702245	212101902
MO_082.bin.19	MO_082	75.617	1712881	194683030
MO_082.bin.19	MO_098			
MO_082.bin.19	MO_098	30.592	693343	191192506
MO_082.bin.19	MO_102	33.571	760684	166599040
MO_082.bin.19	MO_103	52.001	1185232	199112586
MO_082.bin.19	MO_106	12.091	276242	225741060
MO_082.bin.19	MO_133	67.680	1533516	193452788
MO_082.bin.19	MO_135	59.102	1341232	272717042
MO_082.bin.19	MO_138	56.935	1290235	174683304
MO_082.bin.19	MO_140	73.788	1671549	168288246
MO_082.bin.19	MO_167	22.449	525007	211943942
MO_082.bin.19	MO_170	23.360	539725	264708624
MO_082.bin.19	MO_180			
MO_082.bin.19	MO_180			
MO_082.bin.19	MO_180	29.602	671783	233589058
MO_082.bin.19	MO_184	15.736	371034	264456404
MO_082.bin.19	MO_188	7.454	174869	207873516
MO_082.bin.19	MO_192			
MO_082.bin.19	MO_192			
MO_082.bin.19	MO_192	13.787	325413	264624116
MO_082.bin.19	MO_197			
MO_082.bin.19	MO_197			
MO_082.bin.19	MO_197	49.468	1121209	181190328
MO_082.bin.19	MO_199	31.948	728036	161825630
MO_082.bin.19	MO_202	59.015	1340796	220390378
MO_082.bin.19	MO_207	45.858	1039729	185980280
MO_082.bin.19	MO_226	27.139	616200	192536472
MO_082.bin.19	MO_231	40.631	922521	204285722
MO_082.bin.19	MO_234	33.112	752022	200480924
MO_082.bin.19	MO_236	44.394	1006205	203199906
MO_082.bin.22	MO_004	50.386	1405583	200004964
MO_082.bin.22	MO_005			
MO_082.bin.22	MO_005	47.203	1316731	168561172
MO_082.bin.22	MO_007			
MO_082.bin.22	MO_007	48.353	1350962	222160814
MO_082.bin.22	MO_010	54.142	1511611	235718514
MO_082.bin.22	MO_034	22.719	635226	204265724
MO_082.bin.22	MO_035	3.839	108501	189714592
MO_082.bin.22	MO_039	18.375	513543	170854532
MO_082.bin.22	MO_042	20.112	565281	188245052
MO_082.bin.22	MO_046	40.847	1140448	242467494
MO_082.bin.22	MO_071	68.412	1908542	177871088
MO_082.bin.22	MO_073			
MO_082.bin.22	MO_073	55.950	1560681	171666644
MO_082.bin.22	MO_074			
MO_082.bin.22	MO_074	14.024	395383	198239308
MO_082.bin.22	MO_077			
MO_082.bin.22	MO_077	83.563	2330580	212101902
MO_082.bin.22	MO_082			
MO_082.bin.22	MO_082			
MO_082.bin.22	MO_082	83.851	2338388	194683030
MO_082.bin.22	MO_098			
MO_082.bin.22	MO_098	30.143	841009	191192506
MO_082.bin.22	MO_102	32.551	908035	166599040
MO_082.bin.22	MO_103	53.562	1502934	199112586
MO_082.bin.22	MO_106	12.042	338676	225741060
MO_082.bin.22	MO_133	71.478	1993747	193452788
MO_082.bin.22	MO_135	58.620	1636968	272717042
MO_082.bin.22	MO_138			
MO_082.bin.22	MO_138	61.092	1704290	174683304
MO_082.bin.22	MO_140	76.872	2143844	168288246
MO_082.bin.22	MO_167			
MO_082.bin.22	MO_167	22.732	654188	211943942
MO_082.bin.22	MO_170	25.312	719912	264708624
MO_082.bin.22	MO_180	30.876	862697	233589058
MO_082.bin.22	MO_184			
MO_082.bin.22	MO_184	17.386	503487	264456404
MO_082.bin.22	MO_188	8.164	235896	207873516
MO_082.bin.22	MO_192	13.884	403353	264624116
MO_082.bin.22	MO_197	53.451	1491359	181190328
MO_082.bin.22	MO_199	30.765	863126	161825630
MO_082.bin.22	MO_202	60.718	1698003	220390378
MO_082.bin.22	MO_207			
MO_082.bin.22	MO_207	48.162	1344178	185980280
MO_082.bin.22	MO_226	31.025	866303	192536472
MO_082.bin.22	MO_231	43.775	1222925	204285722
MO_082.bin.22	MO_234	34.770	971438	200480924
MO_082.bin.22	MO_236	50.138	1398707	203199906
MO_082.bin.25	MO_004			
MO_082.bin.25	MO_004	30.883	888466	200004964
MO_082.bin.25	MO_005			
MO_082.bin.25	MO_005			
MO_082.bin.25	MO_005	31.753	912890	168561172
MO_082.bin.25	MO_007			
MO_082.bin.25	MO_007			
MO_082.bin.25	MO_007	46.336	1334403	222160814
MO_082.bin.25	MO_010	37.259	1072701	235718514
MO_082.bin.25	MO_034	13.333	386687	204265724
MO_082.bin.25	MO_035	4.450	130382	189714592
MO_082.bin.25	MO_039	10.442	301277	170854532
MO_082.bin.25	MO_042	15.651	454669	188245052
MO_082.bin.25	MO_046	21.731	626925	242467494
MO_082.bin.25	MO_071	40.095	1153176	177871088
MO_082.bin.25	MO_073	29.726	854701	171666644
MO_082.bin.25	MO_074	16.937	493026	198239308
MO_082.bin.25	MO_077	55.046	1581701	212101902
MO_082.bin.25	MO_082	66.618	1913806	194683030
MO_082.bin.25	MO_098	26.556	763733	191192506
MO_082.bin.25	MO_102			
MO_082.bin.25	MO_102	25.096	721319	166599040
MO_082.bin.25	MO_103	19.285	559451	199112586
MO_082.bin.25	MO_106			
MO_082.bin.25	MO_106	9.472	275099	225741060
MO_082.bin.25	MO_133	45.340	1303360	193452788
MO_082.bin.25	MO_135			
MO_082.bin.25	MO_135	35.703	1028790	272717042
MO_082.bin.25	MO_138			
MO_082.bin.25	MO_138	41.586	1195624	174683304
MO_082.bin.25	MO_140			
MO_082.bin.25	MO_140	50.513	1451314	168288246
MO_082.bin.25	MO_167			
MO_082.bin.25	MO_167	3.872	119075	211943942
MO_082.bin.25	MO_170	24.272	713668	264708624
MO_082.bin.25	MO_180	30.819	887573	233589058
MO_082.bin.25	MO_184			
MO_082.bin.25	MO_184	2.978	95201	264456404
MO_082.bin.25	MO_188			
MO_082.bin.25	MO_188	8.456	252822	207873516
MO_082.bin.25	MO_192	5.380	165419	264624116
MO_082.bin.25	MO_197			
MO_082.bin.25	MO_197	29.868	859358	181190328
MO_082.bin.25	MO_199	11.920	346423	161825630
MO_082.bin.25	MO_202	33.472	965908	220390378
MO_082.bin.25	MO_207	20.505	590883	185980280
MO_082.bin.25	MO_226	15.127	437785	192536472
MO_082.bin.25	MO_231			
MO_082.bin.25	MO_231	28.286	817227	204285722
MO_082.bin.25	MO_234			
MO_082.bin.25	MO_234	11.242	325911	200480924
MO_082.bin.25	MO_236	23.136	665515	203199906
MO_082.bin.26	MO_004	31.349	1598175	200004964
MO_082.bin.26	MO_005	30.874	1574124	168561172
MO_082.bin.26	MO_007			
MO_082.bin.26	MO_007	23.247	1187268	222160814
MO_082.bin.26	MO_010	21.915	1119333	235718514
MO_082.bin.26	MO_034			
MO_082.bin.26	MO_034	12.491	646944	204265724
MO_082.bin.26	MO_035	7.698	401405	189714592
MO_082.bin.26	MO_039			
MO_082.bin.26	MO_039			
MO_082.bin.26	MO_039	7.369	376960	170854532
MO_082.bin.26	MO_042			
MO_082.bin.26	MO_042			
MO_082.bin.26	MO_042	11.946	614637	188245052
MO_082.bin.26	MO_046			
MO_082.bin.26	MO_046	21.098	1081782	242467494
MO_082.bin.26	MO_071	21.101	1078377	177871088
MO_082.bin.26	MO_073	17.452	890979	171666644
MO_082.bin.26	MO_074	16.504	850420	198239308
MO_082.bin.26	MO_077	31.606	1610292	212101902
MO_082.bin.26	MO_082	52.267	2661064	194683030
MO_082.bin.26	MO_098			
MO_082.bin.26	MO_098	36.138	1842653	191192506
MO_082.bin.26	MO_102			
MO_082.bin.26	MO_102	31.285	1594183	166599040
MO_082.bin.26	MO_103			
MO_082.bin.26	MO_103	18.332	942821	199112586
MO_082.bin.26	MO_106			
MO_082.bin.26	MO_106	7.764	399988	225741060
MO_082.bin.26	MO_133			
MO_082.bin.26	MO_133	34.807	1775662	193452788
MO_082.bin.26	MO_135			
MO_082.bin.26	MO_135			
MO_082.bin.26	MO_135	10.330	529867	272717042
MO_082.bin.26	MO_138			
MO_082.bin.26	MO_138	24.798	1266294	174683304
MO_082.bin.26	MO_140			
MO_082.bin.26	MO_140	29.273	1491551	168288246
MO_082.bin.26	MO_167	13.013	691414	211943942
MO_082.bin.26	MO_170	21.618	1124950	264708624
MO_082.bin.26	MO_180	14.687	750013	233589058
MO_082.bin.26	MO_184			
MO_082.bin.26	MO_184	3.388	188204	264456404
MO_082.bin.26	MO_188	10.664	561904	207873516
MO_082.bin.26	MO_192			
MO_082.bin.26	MO_192	7.182	388520	264624116
MO_082.bin.26	MO_197	27.221	1391140	181190328
MO_082.bin.26	MO_199			
MO_082.bin.26	MO_199	8.154	420328	161825630
MO_082.bin.26	MO_202			
MO_082.bin.26	MO_202			
MO_082.bin.26	MO_202	25.523	1305409	220390378
MO_082.bin.26	MO_207			
MO_082.bin.26	MO_207	15.346	788645	185980280
MO_082.bin.26	MO_226			
MO_082.bin.26	MO_226	12.551	645939	192536472
MO_082.bin.26	MO_231			
MO_082.bin.26	MO_231			
MO_082.bin.26	MO_231	10.192	524876	204285722
MO_082.bin.26	MO_234	8.099	416829	200480924
MO_082.bin.26	MO_236	17.788	909417	203199906
MO_082.bin.33	MO_004	56.789	2313818	200004964
MO_082.bin.33	MO_005	48.125	1960682	168561172
MO_082.bin.33	MO_007			
MO_082.bin.33	MO_007	43.941	1793354	222160814
MO_082.bin.33	MO_010	54.065	2204905	235718514
MO_082.bin.33	MO_034	29.692	1212436	204265724
MO_082.bin.33	MO_035	8.857	363466	189714592
MO_082.bin.33	MO_039	14.513	592734	170854532
MO_082.bin.33	MO_042	22.271	914494	188245052
MO_082.bin.33	MO_046			
MO_082.bin.33	MO_046	51.729	2109207	242467494
MO_082.bin.33	MO_071	48.165	1962698	177871088
MO_082.bin.33	MO_073	36.030	1467968	171666644
MO_082.bin.33	MO_074			
MO_082.bin.33	MO_074	44.325	1820070	198239308
MO_082.bin.33	MO_077			
MO_082.bin.33	MO_077			
MO_082.bin.33	MO_077	63.287	2577923	212101902
MO_082.bin.33	MO_082			
MO_082.bin.33	MO_082	102.161	4160673	194683030
MO_082.bin.33	MO_098	39.842	1623352	191192506
MO_082.bin.33	MO_102	30.307	1234831	166599040
MO_082.bin.33	MO_103	34.292	1407328	199112586
MO_082.bin.33	MO_106			
MO_082.bin.33	MO_106			
MO_082.bin.33	MO_106	14.749	605878	225741060
MO_082.bin.33	MO_133	74.986	3054704	193452788
MO_082.bin.33	MO_135	27.237	1111914	272717042
MO_082.bin.33	MO_138			
MO_082.bin.33	MO_138	53.605	2184364	174683304
MO_082.bin.33	MO_140			
MO_082.bin.33	MO_140	67.840	2763208	168288246
MO_082.bin.33	MO_167	11.974	509827	211943942
MO_082.bin.33	MO_170	47.951	1986571	264708624
MO_082.bin.33	MO_180	35.889	1464272	233589058
MO_082.bin.33	MO_184			
MO_082.bin.33	MO_184	17.866	760648	264456404
MO_082.bin.33	MO_188	31.111	1299856	207873516
MO_082.bin.33	MO_192	23.918	1012884	264624116
MO_082.bin.33	MO_197			
MO_082.bin.33	MO_197			
MO_082.bin.33	MO_197	44.579	1817115	181190328
MO_082.bin.33	MO_199			
MO_082.bin.33	MO_199	26.219	1075197	161825630
MO_082.bin.33	MO_202			
MO_082.bin.33	MO_202	65.569	2677966	220390378
MO_082.bin.33	MO_207			
MO_082.bin.33	MO_207	27.458	1120635	185980280
MO_082.bin.33	MO_226	21.633	883112	192536472
MO_082.bin.33	MO_231	28.295	1155243	204285722
MO_082.bin.33	MO_234	16.583	677764	200480924
MO_082.bin.33	MO_236	34.152	1391788	203199906
MO_102.bin.8	MO_004	24.896	658488	200004964
MO_102.bin.8	MO_005	21.616	571727	168561172
MO_102.bin.8	MO_007	16.464	436304	222160814
MO_102.bin.8	MO_010	17.373	459962	235718514
MO_102.bin.8	MO_034			
MO_102.bin.8	MO_034	12.711	336578	204265724
MO_102.bin.8	MO_035	3.405	90388	189714592
MO_102.bin.8	MO_039	5.337	141494	170854532
MO_102.bin.8	MO_042	7.787	207612	188245052
MO_102.bin.8	MO_046	20.544	543644	242467494
MO_102.bin.8	MO_071	24.456	646955	177871088
MO_102.bin.8	MO_073	20.513	542588	171666644
MO_102.bin.8	MO_074	8.029	214404	198239308
MO_102.bin.8	MO_077	32.971	871994	212101902
MO_102.bin.8	MO_082	30.509	806861	194683030
MO_102.bin.8	MO_098	17.115	452692	191192506
MO_102.bin.8	MO_102	17.401	460217	166599040
MO_102.bin.8	MO_103	12.748	339729	199112586
MO_102.bin.8	MO_106	5.969	159250	225741060
